college_name,college_type,college_estd,college_rating,college_img_url,college_location,college_contactNumber
"Tilak Maharashtra Vidyapeeth - [TMV], Pune",NAAC Grade B++,Estd 1921,7.0,https://images.collegedunia.com/public/college_data/images/appImage/25730_TMV_NEW.jpg?w=1286&h=193&mode=stretch,"Vidyapeeth Bhavan, Gultekadi 
 Pune - 411037 
 Maharashtra ,    India","020-24403000  ,    24261856  ,    24264699"
"Indira School of Communication - [ISC], Pune",Private,Estd 2004,7.0,https://images.collegedunia.com/public/college_data/images/appImage/1495174460indiracover.jpg?w=1286&h=193&mode=stretch,"85/5-B, Samanvay IT Campus New Pune-Mumbai Highway, Tathwade 
 Pune - 411033 
 Maharashtra ,    India","020-66759449  ,    66759459"
"Siddhant College of Pharmacy Sudumbare, Pune",Private,Estd 2004,5.2,https://images.collegedunia.com/public/college_data/images/appImage/10006_SCOPH_APP.jpg?w=1286&h=193&mode=stretch,"At Post Sudumbare, Talegaon – Chakan Road, TalukaMaval 
 Pune - 412109 
 Maharashtra ,    India",020-65100360
"Jagannath Rathi Vocational Guidance and Training Institute - [JRVGTI], Pune",nothing,Private,6.3,https://images.collegedunia.com/public/college_data/images/appImage/46145_JAGAN+_NEW.jpg?w=1286&h=193&mode=stretch,"Fergusson College Campus, Opp IMDR, BMCC Road 
 Pune - 411004 
 Maharashtra ,    India",0202-5652682
"Siddhant College of Engineering - [SCOE] Sudumbare, Pune",Private,Estd 2005,6.2,https://images.collegedunia.com/public/college_data/images/appImage/15127_SIDDHANTGROUP_APP.jpg?w=1286&h=193&mode=stretch,"Sudumbare, Taluka-Maval 
 Pune - 412109 
 Maharashtra ,    India",020-65100360
"Institute of Bioinformatics and Biotechnology - [IBB], Pune",Public (Autonomous),Estd 2002,6.8,https://images.collegedunia.com/public/college_data/images/appImage/16617_IBB_New.jpg?w=1286&h=193&mode=stretch,"Savitribai Phule Pune University, Ganeshkhind Road 
 Pune - 411007 
 Maharashtra ,    India","020-25690442  ,    28528901"
"Genba Sopanrao Moze College of Engineering Balewadi, Pune",Private,Estd 1999,5.8,https://images.collegedunia.com/public/college_data/images/appImage/13549_gsmozecoe_new.jpg?w=1286&h=193&mode=stretch,"25/1/3, Balewadi, Haveli 
 Pune - 411045 
 Maharashtra ,    India",020-27390500
"Indira College of Engineering & Management - [ICEM], Pune",Private Institute,Estd 2007,7.3,https://images.collegedunia.com/public/college_data/images/appImage/14955181201471945040cvr.jpg?w=1286&h=193&mode=stretch,"S.No. 64, 65, Gat No. 276, Parandwadi, Near Somatne phata, Maval 
 Pune - 410506 
 Maharashtra ,    India","02114-661500  ,    661666"
"Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon, Pune",Private Institute,Estd 2001,7.7,https://images.collegedunia.com/public/college_data/images/appImage/15162_Skncoecover.jpg?w=1286&h=193&mode=stretch,"S. No. 44/1, Off. Sinhgad Rd., Vadgaon 
 Pune - 411041 
 Maharashtra ,    India","020-24354938  ,    24100295"
"Akemi Business School, Mulshi, Pune",Private,Estd 2011,7.1,https://images.collegedunia.com/public/college_data/images/appImage/15002928881446799304AKEMINEW.jpg?w=1286&h=193&mode=stretch,"Sr. No. 30/3/1, 30/4/A, 30/4/B, Akemi Road, Buchade Wasti, Marunji Road 
 Pune - 411057 
 Maharashtra ,    India","7796690200  ,    7796690300  ,    7796690600"
"Indira Global  Business School- [IGBS], Pune",Private,Estd 2009,8.2,https://images.collegedunia.com/public/college_data/images/appImage/1494933186cvrnew.png?w=1286&h=193&mode=stretch,"S.No. 64,65, Gat No. 276, Parandwadi, Near Somatne Phata, Maval 
 Pune - 410506 
 Maharashtra ,    India","9272212310  ,    9272212312  ,    9657856103  ,"
"Progressive Education Society’s Modern Institute of Business Management - [MIBM], Pune",Private,Estd 2010,7.5,https://images.collegedunia.com/public/college_data/images/appImage/1507185544147644131413.jpg?w=1286&h=193&mode=stretch,"1186, Shivaji Nagar, Modern College Road 
 Pune - 411005 
 Maharashtra ,    India","020- 65294546  ,    65294547  ,    65294548"
"Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT] Bavdhan, Pune",Private,Estd 2006,7.9,https://images.collegedunia.com/public/college_data/images/appImage/1493881717accamh.jpg?w=1286&h=193&mode=stretch,"S.N. 33/22, Near. Chandni Chowk ,Opp. Athashree Project, Pirangut Road (First Left after toll naka) 
 Pune - 411021 
 Maharashtra ,    India","020-22948000  ,    60606001  ,    60606002"
"Zeal Education Society's Zeal College of Engineering and Research - [ZCOER], Pune",Private,Estd 2007,8.5,https://images.collegedunia.com/public/college_data/images/appImage/13354_ZEAL_NEW.jpg?w=1286&h=193&mode=stretch,"Survey No.39, Narhe-Dhayari Road, Narhe 
 Pune - 411041 
 Maharashtra ,    India","020-67206000  ,    Toll Free No. -  18002672667"
"Pune Vidhyarthi Griha's College of Engineering and Technology - [PVGCOET], Pune",Private,Estd 1985,7.2,https://images.collegedunia.com/public/college_data/images/appImage/14625_PVGOCET_NEW.jpg?w=1286&h=193&mode=stretch,"44, Vidyanagari, Shivdarshan, Parvati 
 Pune - 411009 
 Maharashtra ,    India","020-24228258  ,    24228265"
"Sinhgad Institute of Technology and Science -[SITS] Narhe, Pune",Private,Estd 2004,7.5,https://images.collegedunia.com/public/college_data/images/appImage/15145_Sitscover.jpg?w=1286&h=193&mode=stretch,"49/1, Opp. Mumbai Bengaluru Westerly Bypass, Narhe, 
 Pune - 411401 
 Maharashtra ,    India",020-66831703
"PK Technical Campus - [PKTC] Chakan, Pune",Private,Estd 2011,8.3,https://images.collegedunia.com/public/college_data/images/appImage/24303_app.jpg?w=1286&h=193&mode=stretch,"Kadachiwadi, Near Chakan, Chakan Shikrapur Road, khed 
 Pune - 410501 
 Maharashtra ,    India",Admission Cell -  02135-619100
"Institute of Management Education Research and Training - [IMERT], Pune",Private,Estd 1994,7.7,https://images.collegedunia.com/public/college_data/images/appImage/1502190089ccccccccccccccccccccccccccccccccccc.png?w=1286&h=193&mode=stretch,"302/A, Marathwada Sadan, Deccan Gymkhana 
 Pune - 411004 
 Maharashtra ,    India","020-25661346  ,    25676618"
"DY Patil School of Management - [DYPSOM], Pune",Private,Estd 2010,8.8,https://images.collegedunia.com/public/college_data/images/appImage/1492232455cammmmppppppppppp.png?w=1286&h=193&mode=stretch,"Dr D Y Patil Knowledge City, Charholi (Bk), Via Lohgaon, 7 km from Airport 
 Pune - 412105 
 Maharashtra ,    India",Admission Cell -  020-30619497
"SaiBalaji International Institute of Management Sciences - [SBIIMS], Pune",NAAC Grade A,"SPPU, Pune",7.8,https://images.collegedunia.com/public/college_data/images/appImage/18655_SBIIMS_NEW.jpg?w=1286&h=193&mode=stretch,"Sr.No.54(1+2/1)Nere Dattawadi, Near Hinjewadi IT Park 
 Pune - 411033 
 Maharashtra ,    India",020-66547500
"Christ Institute of Management - [CIM] Lavasa, Pune",NAAC Grade A,"Christ University, Bangalore",8.5,https://images.collegedunia.com/public/college_data/images/appImage/1516431437120117100726College.jpg?w=1286&h=193&mode=stretch,"30 Valor Court, At Post: Dasve Lavasa, 
Taluka: Mulshi 
 Pune - 412112 
 Maharashtra ,    India","Toll Free Number -  1800-123-2009  ,    020-66753800"
"Rajarshi Shahu College of Engineering - [RSCOE] Tathawade, Pune",Private (Autonomous),Estd 2001,7.8,https://images.collegedunia.com/public/college_data/images/appImage/14714_RSCE.jpg?w=1286&h=193&mode=stretch,"Rajarshi Shahu College of Engineering, Tathawade 
 Pune - 411033 
 Maharashtra ,    India",020-22933423
"Arihant Group of Institutes - [AGI], Pune",Private,Estd 2005,7.9,https://images.collegedunia.com/public/college_data/images/appImage/27877_Arihant.jpg?w=1286&h=193&mode=stretch,"Near Pulgate Bus Stand, Next to Vijaya Bank, Solapur Bazar, Camp 
 Pune - 411001 
 Maharashtra ,    India","Admission Cell -  020-67240900  ,    67240903"
"PDEA College of Engineering Manjari, Pune",Private,Estd 1998,6.6,https://images.collegedunia.com/public/college_data/images/appImage/15071873841476514753Pdeacemcover.jpg?w=1286&h=193&mode=stretch,"Hadapsar - Wagholi Road, Taluka: Haveli 
 Pune - 412307 
 Maharashtra ,    India","020-26996275  ,    Toll Free -  1800-3000-6206"
"Bharati Vidyapeeth College of Engineering For Women, Pune",Private,Estd 2000,7.9,https://images.collegedunia.com/public/college_data/images/appImage/13061_BVCW_New.jpg?w=1286&h=193&mode=stretch,"Katraj-Dhankawadi Haveli, Pune-Satara Road 
 Pune - 411043 
 Maharashtra ,    India","020-24335701  ,    24335510"
"RMD Sinhgad School of Engineering -[RMDSSOE], Pune",Private,Estd 2011,7.1,https://images.collegedunia.com/public/college_data/images/appImage/14658_RMDSCOEcover.jpg?w=1286&h=193&mode=stretch,"111/1, Warje, Pune-Mumbai Bypass Highway 
 Pune - 411058 
 Maharashtra ,    India","0202-5218401  ,    5218402  ,    Principal -  25218406"
"Keystone School Of Engineering, Pune",Private,Estd 2012,7.6,https://images.collegedunia.com/public/college_data/images/appImage/28547_KSE.jpg?w=1286&h=193&mode=stretch,"Near Handewadi Chowk, Urali Devachi, Shewalewadi 
 Pune - 412308 
 Maharashtra ,    India","9922887755  ,    9225500600"
"AISSMS Institute of Information Technology, Pune",Private,Estd 1999,7.4,https://images.collegedunia.com/public/college_data/images/appImage/1579264530d.png?w=1286&h=193&mode=stretch,"RB Motilal Kennedy Rd, k near RTO, Sangamvadi 
 Pune - 411001 
 Maharashtra ,    India","020-26057983  ,    26057636"
"ASM Group of Institutes, Pune",Private,Estd 1983,8.0,https://images.collegedunia.com/public/college_data/images/appImage/57247_12.jpg?w=1286&h=193&mode=stretch,"MIDC, BLOCK ‘C’, Chinchwad 
 Pune - 411019 
 Maharashtra ,    India","020-27475090  ,    66351700"
"Indian Institute of Cost and Management Studies and Research - [IndSearch], Pune",Private (Autonomous),Estd 1973,7.5,https://images.collegedunia.com/public/college_data/images/appImage/1501581274seltrljyvvw2xy4uusyl.jpg?w=1286&h=193&mode=stretch,"37/2/2/4, Bavdhan Khurd, Pirangut Road 
 Pune - 411021 
 Maharashtra ,    India","020- 22917000  ,    25431972  ,    25441524"
"Pratibha Institute of Business Management - [PIBM], Pune",NAAC Grade B+ | Score 2.8,"SPPU, Pune",6.9,https://images.collegedunia.com/public/college_data/images/appImage/57385_12.jpg?w=1286&h=193&mode=stretch,"Behind Mehta Hospital, Off Mumbai Pune Road, Kalbhor Nagar, Chinchwad 
 Pune - 411019 
 Maharashtra ,    India","8600100942  ,    8600100945"
"Matrix School of Management Studies - [MSMS], Pune",Private,Estd 2010,7.8,https://images.collegedunia.com/public/college_data/images/appImage/1493097986cccccccccccccccccccccccccccc.jpg?w=1286&h=193&mode=stretch,"Near Westernly Bypass Road, Survey No. 9/1/5, 9/2/4 & 9/1/4, Next to Sinhgad Science College, Wadgaon, Ambegaon (BK) 
 Pune - 411041 
 Maharashtra ,    India","Admission Cell -  020-24356637  ,    24350939"
"Genesis Business school, Pune",nothing,"SPPU, Pune",nothing,https://images.collegedunia.com/public/college_data/images/appImage/1580533189744138291008734914035626783068187312259072o.jpg?w=1286&h=193&mode=stretch,"Near Khadimachine Chowk, Kondhwa Annexe 
 Pune - 411048 
 Maharashtra ,    India",7821061421
"Vishwakarma Institute of Managment - [VIM], Pune",Private,Estd 2001,8.3,https://images.collegedunia.com/public/college_data/images/appImage/57423_Untitled1.png?w=1286&h=193&mode=stretch,"S.No. 3/4, Laxmi Nagar, Kondhwa Budruk 
 Pune - 411048 
 Maharashtra ,    India","020-26950301  ,    26950302  ,    26950304  ,    26950305"
"MIT College of Food Technology - [MITCFT], Pune",Private,Estd 2006,7.6,https://images.collegedunia.com/public/college_data/images/appImage/18368_1446880044MITCFT_New.png?w=1286&h=193&mode=stretch,"Rajbaug Educational Complex, Off. Pune Solapur Highway, Loni Kalbhor, 
 Pune - 412201 
 Maharashtra ,    India","9422176550  ,    9850100812  ,    9657442002  ,    9021080141"
"Dr DY Patil Vidyapeeth - [DPU], Pune",NAAC,Estd 2003,8.7,https://images.collegedunia.com/public/college_data/images/appImage/25698_1464176959DPU-Buillding.jpg?w=1286&h=193&mode=stretch,"Sant Tukaram Nagar, Pimpri, 
 Pune - 411018 
 Maharashtra ,    India","020-27805000  ,    27805001"
"DY Patil International University - [DYPIU], Pune",nothing,Estd 2018,9.1,https://images.collegedunia.com/public/college_data/images/appImage/1548912238coverimage.jpg?w=1286&h=193&mode=stretch,"D Y Patil Educational Complex, Sector 29, Nigdi Pradhikaran,Akurdi 
 Pune - 411044 
 Maharashtra ,    India",1800123001000
"Marathwada Mitra Mandal's Institute of Technology - [MMIT] Lohgaon, Pune",Private,Estd 2008,7.2,https://images.collegedunia.com/public/college_data/images/appImage/14284_MMMIT_New.jpg?w=1286&h=193&mode=stretch,"Survey No. 35, Vadgaon Shinde Road, Lohgaon 
 Pune - 411047 
 Maharashtra ,    India","020-32412681  ,    32670380"
"Shree Ramchandra College of Engineering - [SRCOE], Pune",Private,Estd 2010,6.1,https://images.collegedunia.com/public/college_data/images/appImage/15058_SHREERAMACHANDRA_APP.jpg?w=1286&h=193&mode=stretch,"Nagar Road, behind BJS College 
 Pune - 412216 
 Maharashtra ,    India",020-26659999
"Jai Hind College OF Engineering - [JCOE] Kuran, Pune",Private,Estd 2010,7.8,https://images.collegedunia.com/public/college_data/images/appImage/28443_JHCE_New.jpg?w=1286&h=193&mode=stretch,"Gat No. 441, Kuran, Tal. Junnar 
 Pune - 400020 
 Maharashtra ,    India",0213-2278377
"Indira Group of Institute - [IGI], Pune",Private,Estd 1994,8.6,https://images.collegedunia.com/public/college_data/images/appImage/1536219933IGICover.jpg?w=1286&h=193&mode=stretch,"Tapasya' 85/5-A, New Pune-Mumbai Highway Tathwade 
 Pune - 411033 
 Maharashtra ,    India",0120-22933279
"Nutan College of Engineering and Research - [NCER], Pune",Private,Estd 2018,9.0,https://images.collegedunia.com/public/college_data/images/appImage/15494442313.jpg?w=1286&h=193&mode=stretch,"Vishnupuri, Talegaon Dabhade(Station), Tal- Maval 
 Pune - 410507 
 Maharashtra ,    India",02114-228175
"MIT School of Engineering - [MITSOE], Pune",nothing,"MITADT, Pune",8.5,https://images.collegedunia.com/public/college_data/images/appImage/1554877082building.jpg?w=1286&h=193&mode=stretch,"Rajbaugh, Next to Hadapasar, Loni Kalbhor, Pune 
 Pune - 412201 
 Maharashtra ,    India",9021080109
"Arihant Institute of Business Management - [AIBM], Pune",Private,Estd 2005,9.3,https://images.collegedunia.com/public/college_data/images/appImage/1500531201arihantcvr.jpg?w=1286&h=193&mode=stretch,"Sr. No. 276/1/2, 278/2, Behind Crystal Honda Show Room, Near New Mumbai- Pune Highway, Bavdhan (BK) 
 Pune - 411021 
 Maharashtra ,    India","020-67902400  ,    67902403  ,    67902404  ,    67902418  ,    67902419"
"S. B.  Patil Institute of Management - [SBPIM], Pune",Private,Estd 2009,7.2,https://images.collegedunia.com/public/college_data/images/appImage/18592_SBPI_NEW.jpg?w=1286&h=193&mode=stretch,"Sector No. 26, Near Akurdi Railway Station, Pradhikaran, Nigdi 
 Pune - 411044 
 Maharashtra ,    India",0202-7656900
"Sinhgad Institute of Technology - [SIT] Lonavala, Pune",Private,Estd 2004,7.1,https://images.collegedunia.com/public/college_data/images/appImage/15144_Sitcover.jpg?w=1286&h=193&mode=stretch,"Gat No. 309/310, Off Pune - Mumbai Expressway, Kusgaon (Bk), Lonavala, TAl Maval 
 Pune - 410401 
 Maharashtra ,    India","Principal -  02114 – 673353  ,    673355  ,    673356  ,    673477"
"Marathwada Mitra Mandal's College of Engineering - [MMCOE] Karvenagar, Pune",Private,Estd 1967,7.8,https://images.collegedunia.com/public/college_data/images/appImage/1506597977cover.jpg?w=1286&h=193&mode=stretch,"Sr.No. 18, Plot No. 5/3, CTS No.205, Behind Vandevi Temple, Karvenagar
 
 Pune - 411052 
 Maharashtra ,    India","020-25473160  ,    25470236  ,    25479811  ,    25479812"
"Bharati Vidyapeeth's College  of Engineering - [BVCOE] Lavale, Pune",Private,Estd 2012,7.0,https://images.collegedunia.com/public/college_data/images/appImage/148491956928444app.png?w=1286&h=193&mode=stretch,"Raut Wad, Tal. Mulshi, Raut Wadi, Lavale 
 Pune - 412115 
 Maharashtra ,    India",020-65003345
"Allana Institute of Management Sciences, Pune",Private,Estd 1998,7.1,https://images.collegedunia.com/public/college_data/images/appImage/1500290664allanacvr.jpg?w=1286&h=193&mode=stretch,"2390 / B - K. B. Hidayatullah Road, New Modikhana, Azam Campus, Camp 
 Pune - 411001 
 Maharashtra ,    India",020-26440491
"Yashaswi Education Society's International Institute of Management Science - [IIMS] Chinchwad, Pune",Private,Estd 2008,8.1,https://images.collegedunia.com/public/college_data/images/appImage/19277_IIMS_New.jpg?w=1286&h=193&mode=stretch,"S.No. 169/1/A, Opposite Elpro International, Chinchwad 
 Pune - 411033 
 Maharashtra ,    India","020-27353727  ,    27353728  ,    27353729  ,    27353730"
"Flame School of Business, Pune",Private Institute (Autonomous),Estd 2014,9.7,https://images.collegedunia.com/public/college_data/images/appImage/1500881321cvrimage.png?w=1286&h=193&mode=stretch,"Gat No. 1270, Lavale, Off. Pune Bangalore Highway,
Vadzai 
 Pune - 412115 
 Maharashtra ,    India",1800-209-4567
"Sadhu Vaswani Institute of Management Studies For Girls- [SVIMS], Pune",Private,Estd 2010,8.7,"https://images.collegedunia.com/public/college_data/images/appImage/57368_cv bnm,.png?w=1286&h=193&mode=stretch","6, Koregaon Road, Next to St.Mira's College For Girls 
 Pune - 411001 
 Maharashtra ,    India","020-26054471  ,    26054491"
"Chetan Dattaji Gaikwad Institute of Management Studies - [CDGIMS], Pune",Private,Estd 2009,nothing,https://images.collegedunia.com/public/college_data/images/appImage/1492146430sdsdsdsd.png?w=1286&h=193&mode=stretch,"25, Karve Road,  Ayurved Rasashala Campus, Near Central Mall 
 Pune - 411004 
 Maharashtra ,    India","8806925999  ,    9822323069"
"Parvatibai Genba Moze College of Engineering - [PGMCOE], Pune",Private,Estd 2006,6.6,https://images.collegedunia.com/public/college_data/images/appImage/1597152694Cover.jpg?w=1286&h=193&mode=stretch,"Gate No. 1178, Wagholi 
 Pune - 412107 
 Maharashtra ,    India",020-27050937
"Alard College of Engineering and Management - [ACEM], Pune",Private,Estd 2009,7.9,https://images.collegedunia.com/public/college_data/images/appImage/15565234172.png?w=1286&h=193&mode=stretch,"Survey No. 50, Near Rajiv Gandhi IT Park, Marunji Rd, Marunji Village, Hinjewadi, Marunji 
 Pune - 411033 
 Maharashtra ,    India",Toll Free -  8055023232
"S.B. Patil College of Engineering - [SBPCOE] Indapur, Pune",Private,Estd 2009,7.3,https://images.collegedunia.com/public/college_data/images/appImage/14810_SBPCOE_NEW.jpg?w=1286&h=193&mode=stretch,"GAT No: 58, Village - Vangali, Pune-Sholapur highway, Indapur 
 Pune - 413106 
 Maharashtra ,    India","02111-217008  ,    1286133"
"SVPM's College of Engineering Malegaon, Pune",Private,Estd 1990,7.3,https://images.collegedunia.com/public/college_data/images/appImage/28456_SVPMCOE_NEW.jpg?w=1286&h=193&mode=stretch,"Malegaon Budruk, Baramati 
 Pune - 413115 
 Maharashtra ,    India",02112-254424
"Nutan Maharashtra Institute of Engineering and Technology - [NMIET] Talegaon, Pune",Private,Estd 2008,6.8,https://images.collegedunia.com/public/college_data/images/appImage/28806_NMIET_New.jpg?w=1286&h=193&mode=stretch,"Samarth Vidya Sankul, Vishnupuri, Talegaon Dabhade 
 Pune - 410507 
 Maharashtra ,    India",020-65311834
"Institute of Management Science - [IMS] Pimpri, Pune",Private,Estd 2009,nothing,https://images.collegedunia.com/public/college_data/images/appImage/149215092125732sppu.jpg?w=1286&h=193&mode=stretch,"Payeet Road, Pimpri Bk, Tal - Khed 
 Pune - 410501 
 Maharashtra ,    India","02135-278723  ,    203483"
"Arihant Institute of Management Studies - [AIMS], Pune",nothing,"SPPU, Pune",6.2,https://images.collegedunia.com/public/college_data/images/appImage/17222_lqzocj9lrontcxwbstxj.jpg?w=1286&h=193&mode=stretch,"(Near Pulgate Bus Stand) Solapur Bazar, Camp 
 Pune - 411001 
 Maharashtra ,    India","020-65602901  ,    65602902"
"D. Y. Patil College of Engineering - [DYPCOE] Ambi, Pune",Private,Estd 2009,7.5,https://images.collegedunia.com/public/college_data/images/appImage/1492675151sd.jpg?w=1286&h=193&mode=stretch,"Sr. No. 124 & 126, A/p Ambi, MIDC Road, Tal Maval, Talegaon Dabhade 
 Pune - 410506 
 Maharashtra ,    India","0211-4302055  ,    4306228"
"Flora Institute of Technology, Pune",Private,Estd 2011,6.3,https://images.collegedunia.com/public/college_data/images/appImage/13468_FIT_New.jpg?w=1286&h=193&mode=stretch,"49/1 Khop, Near Khed Shivapur Toll Plaza, off National Highway 4 
 Pune - 412205 
 Maharashtra ,    India","9766794442  ,    9545175265"
"Indian Institute for Aeronautical Engineering and Information Technology - [ IIAEIT], Pune",nothing,"IGNOU, New Delhi",6.2,https://images.collegedunia.com/public/college_data/images/appImage/13783_IIAEIT_NEW.jpg?w=1286&h=193&mode=stretch,"Shastri Campus, S.No. 85, NDA Road 
 Pune - 411023 
 Maharashtra ,    India",020-25291473
"Trinity College of Engineering and Research, Pune",Private,Estd 2008,7.5,https://images.collegedunia.com/public/college_data/images/appImage/28854_TRINITY_APP.jpg?w=1286&h=193&mode=stretch,"Kondhwa-Saswad Road, Bopdeo Ghat, Pune 
 Pune - 411048 
 Maharashtra ,    India",020-26934423
"Universal College of Engineering and Research - [UCOER] Sasewadi, Pune",Private,Estd 2010,4.1,https://images.collegedunia.com/public/college_data/images/appImage/28863_UCERPUNE_APP.jpg?w=1286&h=193&mode=stretch,"S.No. 430, Post- Sasewadi Near Katraj New Tunnel, Bhor 
 Pune - 412205 
 Maharashtra ,    India","02113-203070  ,    203080"
"Rajiv Gandhi Institute of Information Technology and Biotechnology - [RGITBT], Pune",Private,Estd 2003,8.6,https://images.collegedunia.com/public/college_data/images/appImage/_R1.jpg?w=1286&h=193&mode=stretch,"Satara Road, Near Bharati Vidpyapeeth, Khashaba Jadhav Path, Katraj 
 Pune - 411045 
 Maharashtra ,    India",020-24379013
"MIT Skills, Pune",nothing,Private,8.1,https://images.collegedunia.com/public/college_data/images/appImage/1507272000MIT.jpg?w=1286&h=193&mode=stretch,"S.No. 124,LIC colony,MIT Campus, Paud Road, Kothrud, 
 Pune - 411038 
 Maharashtra ,    India",020-30273635
"Maharashtra State Institute of Hotel Management and Catering Technology - [MSIHMCT], Pune",Private,Estd 2003,8.7,https://images.collegedunia.com/public/college_data/images/appImage/6237_MSIHMCT_APP.jpg?w=1286&h=193&mode=stretch,"412-C, K.M. Munshi Road, Shivaji Nagar 
 Pune - 411016 
 Maharashtra ,    India",020-25676640
"MIT School of Bioengineering Sciences and Research - [MITSBSR], Pune",nothing,"MITADT, Pune",8.8,https://images.collegedunia.com/public/college_data/images/appImage/_1470743557phpLp9SRp.jpg?w=1286&h=193&mode=stretch,"Rajbaug,Next to Hadapasar, Loni Kalbhor 
 Pune - 412201 
 Maharashtra ,    India","9146051841  ,    9146051842"
"Trinity Academy of Engineering - [TAE], Pune",Private,Estd 2010,7.4,https://images.collegedunia.com/public/college_data/images/appImage/1492592411sdfc.png?w=1286&h=193&mode=stretch,"Near Khadimachine Chowk, Kondhwa Annexe 
 Pune - 411048 
 Maharashtra ,    India","020-26934422  ,    65799009  ,    69739009"
"D. Y. Patil Institute of Engineering and Technology - [DYPIET] Ambi, Pune",Private,Estd 2010,7.8,https://images.collegedunia.com/public/college_data/images/appImage/1492596823hfvhj.png?w=1286&h=193&mode=stretch,"D. Y. Patil Technical Campus, Sr. No. 124 & 126, A/p Ambi, MIDC Road, Tal Maval, Talegaon Dabhade 
 Pune - 410506 
 Maharashtra ,    India",02114-306229
"Samarth Group of Institutions - [SGOI], Pune",nothing,"SPPU, Pune",nothing,https://images.collegedunia.com/public/college_data/images/appImage/1549610292imgslider1.jpg?w=1286&h=193&mode=stretch,"On Kalyan- Ahmad Nagar High-Way, A/P-Belhe, Tal-Junnar 
 Pune - 412410 
 Maharashtra ,    India",02132-276752
"Aditya Institute of Management - [AIM] , Pune",Private,Estd 1998,nothing,https://images.collegedunia.com/public/college_data/images/appImage/15003720811446791789AIMPUNENEW.jpg?w=1286&h=193&mode=stretch,"Next to Greenland County, Manajinagar, Narhe 
 Pune - 411041 
 Maharashtra ,    India",020-24699115
"ASM's Institute of Professional Studies - [ASMIPS] Pimpri, Pune",Private,Estd 2008,6.0,https://images.collegedunia.com/public/college_data/images/appImage/17271_1446795286IPS_New.jpg?w=1286&h=193&mode=stretch,"S.No. 29/1+2A, CTS No. 4695, Wing-B, Behind Sterling Honda Showroom, Old Pune-Mumbai Highway, Pimpri 
 Pune - 411018 
 Maharashtra ,    India",020-66351700
"ASM's Institute of International Business & Research - [IIBR] Pimpri, Pune",Private,Estd 1995,7.0,https://images.collegedunia.com/public/college_data/images/appImage/150717980914755801811111.jpg?w=1286&h=193&mode=stretch,"S. No. 29/1+2A, Near Empire Estate, Pune - Mumbai Highway, Pimpri 
 Pune - 411018 
 Maharashtra ,    India","Admission -  020-27478666  ,    Principal -  66351700"
"Shri Shivaji Maratha Society's Institute of Management & Research - [IMR], Pune",Private,Estd 2001,6.9,"https://images.collegedunia.com/public/college_data/images/appImage/57386_buildhbjnmk,..png?w=1286&h=193&mode=stretch","Sr. No. 74/1 A, 74/1 B, Parvati, Near Shinde High School on the way of Taljai Aranyeshwar 
 Pune - 411009 
 Maharashtra ,    India",020-24222612
"SKN Sinhgad School of Business Management -
 [SKNSSBM], Pune",Private,Estd 2010,8.8,https://images.collegedunia.com/public/college_data/images/appImage/1493273992cccccccccccccccccccccccccc.png?w=1286&h=193&mode=stretch,"10/1, Ambegaon (Budruk), Off Sinhgad Road 
 Pune - 411041 
 Maharashtra ,    India","020-24354036  ,    24100000"
"Alard Institute of Management Sciences, Pune",Private,Estd 2005,6.7,https://images.collegedunia.com/public/college_data/images/appImage/15004604061476259049AlardPharmacycover.jpg?w=1286&h=193&mode=stretch,"Survey No. 50, Marunje, Near Rajiv Gandhi IT Park,
Hinjewadi 
 Pune - 411057 
 Maharashtra ,    India","020- 66523761  ,    Toll Free No -  8055023232"
"Institute of Management Education - [IME], Pune",nothing,Estd 1989,nothing,https://images.collegedunia.com/public/college_data/images/appImage/15021756421398855245imepg.jpg?w=1286&h=193&mode=stretch,"47/16, Erandwane, Opp. Maharshi Karve Telephone Exchange, Karve Road 
 Pune - 411004 
 Maharashtra ,    India","020-25449743  ,    25430327"
"Smt Hiraben Nanavati Institute of Management & Research for Women - [HNIMR], Pune",Private Institute,Estd 1996,7.5,https://images.collegedunia.com/public/college_data/images/appImage/18843_HNIMR_APP.png?w=1286&h=193&mode=stretch,"Near Cummins Engineering College, Karve Nagar 
 Pune - 411052 
 Maharashtra ,    India","020-25475977  ,    25474870"
"Progressive Education Society’s Institute of Management and Career Development - [IMCD] Nigdi, Pune",Private,Estd 1991,7.2,https://images.collegedunia.com/public/college_data/images/appImage/56868_dmsa.png?w=1286&h=193&mode=stretch,"Sector No. 21, Modern High Campus, Yamunanagar,
Nigdi 
 Pune - 411044 
 Maharashtra ,    India",020-64108256
"Jayawant Institute of Management Studies - [JIMS] Tathawade, Pune",Private,Estd 2004,8.1,https://images.collegedunia.com/public/college_data/images/appImage/1502457724cover.jpg?w=1286&h=193&mode=stretch,"Sr. No. 80, Pune Mumbai Bypass Highway, Tathawade 
 Pune - 411033 
 Maharashtra ,    India","020-64731454  ,    64731455"
